시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,
진흥종합시장,상설,인천광역시 부평구 부흥로304번길 27,인천광역시 부평구 부평4동 252-52,상시,37.496963,126.726649,63,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2006,032-511-5890,2017-10-18,
강남시장,상설,서울특별시 동작구 상도로 357,서울특별시 동작구 상도동 488?,상시,37.496929,126.953495,38,음식점업+근린생활서비스 등,,미보유,Y,N,1996,02-813-6231,2017-10-18,
가좌시장,상설,인천광역시 서구 원적로96번길 26,인천광역시 서구 가좌동 30-40,상시,37.494773,126.682699,134,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2012,032-571-1188,2017-10-18,
부평자유시장,상설,인천광역시 부평구 대정로 50,인천광역시 부평구 부평동 210-2,상시,37.494737,126.725726,65,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업 등,,미보유,Y,N,1972,032-503-5922,2017-10-18,
부천중동시장,상설,경기도 부천시 원미구 장말로199번길 33,경기도 부천시 중동 734-13,상시,37.494389,126.764226,87,농산물+축산물+수산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,1995,032-661-1717,2017-10-18,
원미종합시장,상설,경기도 부천시 원미구 조종로49번길 21-3,경기도 부천시 원미동 97-12,상시,37.493676,126.790201,108,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,N,2005,032-655-6682,2017-10-18,
원미부흥시장,상설,경기도 부천시 원미구 조종로 48,경기도 부천시 원미동 117-12,상시,37.492656,126.790048,60,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,N,N,2006,032-676-8000,2017-10-18,
개봉중앙시장,상설,서울특별시 구로구 개봉로17길 34,서울특별시 구로구 개봉동 324-1?,상시,37.491644,126.853899,28,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,1905,02-335-3591,2017-10-18,
횡성시장,상설+오일장,강원도 횡성군 횡성읍 읍상서로5번길 26?,강원도 횡성군 횡성읍 읍하리 277-3번지?,5일,37.491011,127.977414,148,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,미보유,Y,Y,1980,033-342-2389,2017-10-18,
부천상동시장,상설,경기도 부천시 원미구 장말로200번길 48,경기도 부천시 상동 244-3,상시,37.490875,126.763401,140,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,N,N,1995,032-611-3691,2017-10-18,
분당종합시장,상설,경기도 성남시 분당구 돌마로366번길 42,경기도 성남시 수내동 83-1번지,상시,37.367087,127.126779,39,농산물+축산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,1905,032-676-8000,2017-10-18,
군포역전시장,상설,경기도 군포시 군포로 540,경기도 군포시 당동 749,상시,37.354891,126.946994,48,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,N,2005,031-452-1235,2017-10-18,
중앙시민전통시장,상설,강원도 원주시 자유시장길 26,강원도 원주시 중앙동 42-3번지?,상시,37.351692,127.949665,91,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업 등,온누리상품권,미보유,Y,Y,1970,033-732-6501,2017-10-18,
만수시장,상설,인천광역시 남동구 만수로27번길 4-13,인천광역시 남동구 만수2동 868-4,상시,37.460253,126.731542,42,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,1996,070-4312-9980,2017-10-18,
석바위시장,상설,인천광역시 남구 경원대로852번길 15,인천광역시 남구 주안동 952-1?,상시,37.458907,126.690565,238,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2004,032-426-6878,2017-10-18,
장수시장,오일장,전라북도 장수군 장수읍 시장로 11,전라북도 장수군 장수읍 시장로 11,5일,35.649158,127.518037,30,농산물+수산물+가공식품+의류및신발+가정용품+음식점업 등,,미보유,Y,Y,1987,063-620-6750,2017-10-18,
인천광역시용현시장,상설,인천광역시 남구 용삼길 65-27,인천광역시 남구 용현동 492-86?,상시,37.458218,126.652594,244,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2002,032-886-9318,2017-10-18,
작전시장,상설,인천광역시 계양구 작전시장로 16,인천광역시 계양구 작전동 862?,상시,37.532466,126.724326,136,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2007,032-865-5424,2017-10-18,
숭의평화시장,상설,인천광역시 남구 참외전로 303-1,인천광역시 남구 숭의동 124-38?,상시,37.466389,126.646162,65,농산물+축산물+수산물+가공식품+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2011,032-882-0843,2017-10-18,
간석자유시장,상설,인천광역시 남동구 백범로 312-1,인천광역시 남동구 간석3동 41?,상시,37.463846,126.715432,140,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2009,032-471-1427,2017-10-18,
은행시장,상설,경기도 성남시 중원구 산성대로 524번지길,경기도 성남시 은행동 1553,상시,37.457566,127.164465,51,농산물+가공식품+의류및신발+가정용품+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,Y,1999,031-744-1958,2017-10-18,
성남남한산성시장,상설,경기도 성남시 중원구 산성대로 524번지길,경기도 성남시 은행동 1553,상시,37.457566,127.164465,70,농산물+축산물+수산물+가공식품+의류및신발+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,N,N,2013,031-745-9848,2017-10-18,
신기시장,상설,인천광역시 남구 인하로266번길 14,인천광역시 남구 주안동 1341번지 일원?,상시,37.456349,126.675425,106,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,www.신기마켓.com,Y,Y,2004,032-865-5424,2017-10-18,
인천광역시모래내전통시장,상설,인천광역시 남동구 호구포로800번길 28,인천광역시 남동구 구월4동 1264,상시,37.455512,126.719655,170,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,www.imoraenae.com,Y,Y,2009,032-465-0785,2017-10-18,
인천광역시종합어시장,상설,인천광역시 중구 연안부두로33번길 37,인천광역시 중구 항동7가 27-69,상시,37.454116,126.606543,500,수산물+음식점업 등,,www.어시장.com,Y,Y,2006,032-888-4241,2017-10-18,
구월시장,상설,인천광역시 남동구 호구포로 798,인천광역시 남동구 구월4동 1265,상시,37.453555,126.719429,148,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2006,032-202-8982,2017-10-18,
인천광역시용남시장,상설,인천광역시 남구 인주대로266번길 17-1,인천광역시 남구 용현동 4-2?,상시,37.451855,126.665931,63,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2007,032-876-0089,2017-10-18,
은행나무시장,상설,서울특별시 금천구 금하로25길 1,서울특별시 금천구 시흥동 828-40번지 일대?,상시,37.451256,126.908822,68,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,N,N,2012,02-753-2805,2017-10-18,
토지금고시장,상설,인천광역시 남구 낙섬중로32번길 21,인천광역시 남구 용현동 617-99?,상시,37.451018,126.638426,129,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,www.Togio.co.kr,Y,Y,2009,032-887-8987,2017-10-18,
금광시장,상설,경기도 성남시 중원구 산성대로426번길 5,경기도 성남시 금광동 4622,상시,37.450199,127.159901,66,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,온누리상품권,미보유,Y,N,1905,032-676-8000,2017-10-18,
인천광역시남부종합시장,상설,인천광역시 남구 미추홀대로 559,인천광역시 남구 주안동 1315?,상시,37.447746,126.677995,137,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2009,032-864-1331,2017-10-18,
대전광역시오류시장,상설,대전광역시 중구 계룡로892번길 73,대전광역시 중구 오류동 164-12번지,상시,36.321624,127.407437,45,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2007,042-523-6780,2017-10-18,
유천시장,상설,대전광역시 중구 문화로105번길 113,대전광역시 중구 유천동 303-10번지,상시,36.317166,127.395499,80,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2006,042-584-1670,2017-10-18,
중리시장,상설,대구광역시 서구 국채보상로31길 12,대구광역시 서구 평리동 1538-3,상시,35.870462,128.547842,26,농산물+가정용품+음식점업+기타소매업 등,,미보유,Y,N,2012,053-942-9796,2017-10-18,
도마큰시장,상설,대전광역시 서구 도마2길 39,대전광역시 서구 도마 133-4번지,상시,36.316583,127.381894,490,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,www.도마큰시장.kr,Y,Y,2010,042-532-8889,2017-10-18,
태평전통시장,상설,대전광역시 중구 평촌로105번길 62,대전광역시 중구 태평동 333-8번지,상시,36.325885,127.397915,142,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1994,042-536-8260,2017-10-18,
대전용두시장,상설,대전광역시 중구 계룡로881번길 48,대전광역시 중구 용두동 12-2,상시,36.323399,127.414662,51,농산물+축산물+수산물+가공식품+의류및신발+음식점업 등,,미보유,N,N,1962,042-257-7223,2017-10-18,
대전광역시상가시장,상설,대전광역시 동구 충무로 185,대전광역시 동구 인동 52-1번지,상시,36.321783,127.436615,60,농산물+가공식품+의류및신발+음식점업+기타소매업 등,,미보유,Y,N,1998,042-284-6562,2017-10-18,
문창전통시장,상설,대전광역시 중구 문창로10번길 45,대전광역시 중구 문창동 116-8번지,상시,36.315618,127.438319,219,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2005,042-272-8903,2017-10-18,
부사전통시장,상설,대전광역시 중구 대종로316번길 16,대전광역시 중구 부사동 148-6번지,상시,36.314144,127.435378,64,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,N,2011,042-255-8164,2017-10-18,
은산시장,오일장,충청남도 부여군 은산면 충의로 674,충청남도 부여군 은산읍 신대리 373번지,5일,36.309272,126.853921,12,농산물+수산물+가공식품+의류및신발+가정용품+기타소매업+근린생활서비스 등,,미보유,Y,Y,1999,041-841-5448,2017-10-18,
대전광역시산성시장,상설,대전광역시 중구 대둔산로408번길 28,대전광역시 중구 산성동 282-5번지,상시,36.305621,127.388317,62,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,2005,042-583-3128,2017-10-18,
외산시장,오일장,충청남도 부여군 외산면 외산로 106-10,충청남도 부여군 외산읍 만수리 2-4번지,5일,36.303242,126.704747,25,농산물+수산물+가공식품+의류및신발+가정용품+기타소매업 등,,미보유,Y,N,1999,041-856-5427,2017-10-18,
봉양시장,오일장,경상북도 의성군 봉양면?도리원6길 4,경상북도 의성군 봉양면 화전리 95-4,5일,36.299491,128.581211,19,농산물+축산물+수산물+의류및신발+가정용품+음식점업 등,,미보유,Y,N,2010,054-834-5973,2017-10-18,
도평시장,상설+오일장,경상북도 청송군 현동면?도평2길 19,경상북도 청송군 현동면 도평리839-3,5일,36.289798,129.016343,30,농산물+축산물+의류및신발+가정용품+음식점업+근린생활서비스 등,,미보유,Y,N,1905,054-231-0067,2017-10-18,
공성시장,오일장,경상북도 상주시 공성면?장고개길 25-9,경상북도 상주시 공성면 옥산리 177-1,5일,36.285591,128.093274,8,의류및신발+음식점업+기타소매업 등,,미보유,Y,Y,2000,054-571-0492,2017-10-18,
남정시장,오일장,경상북도 영덕군 남정면?진불1길 31-3,경상북도 영덕군 남정면 장사리365,5일,36.285578,129.372886,15,농산물+축산물+수산물+음식점업+기타소매업+근린생활서비스 등,,미보유,Y,Y,1905,054-634-7080,2017-10-18,
부여중앙시장,상설,충청남도 부여군 부여읍 중앙로 13번길 15,충청남도 부여군 부여읍 구아리 164-1번지,상시,36.281851,126.912203,65,농산물+축산물+수산물+가공식품+의류및신발+가정용품+음식점업 등,,미보유,Y,Y,2006,041-752-1815,2017-10-18,
